stock_code,stock_name,股票代码,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
bj837344,三元基因,837344,0.1,168404084.66,10.4977359774,-25.966,11854462.75,8.33,-71.7169,1.93,0.467386482637,81.6249233785,生物制品,2024-10-30
bj837403,康农种业,837403,0.14,51883089.46,-4.8522960679,-63.119,9540656.58,20.04,173.7579,2.4,1.169712078673,41.9611953077,农牧饲渔,2024-10-30
bj837592,华信永道,837592,-0.47,79567235.43,4.6882458398,-35.4322,-29292098.67,31.71,73.145,-8.08,-1.353509725986,31.917686423,软件开发,2024-10-25
bj837663,明阳科技,837663,0.58,209422673.45,17.1793562323,19.8624,59603106.87,34.01,59.5518,16.18,0.89206572907,44.5386724959,汽车零部件,2024-10-30
bj837748,路桥信息,837748,-0.1,90931118.0,-25.41749698,-35.5171,-7731472.5,-3.87,-256.111,-2.56,-0.278559955564,35.1311933611,软件开发,2024-10-28
bj837821,则成电子,837821,0.2095,278287588.25,21.5040741372,20.4158,20701593.44,9.98,55.6924,4.01,0.31319058312,28.6966512888,电子元件,2024-10-24
bj838030,德众汽车,838030,0.03,1644563562.76,-13.7614417515,11.2834,4581469.09,-6.08,2117.8803,0.98,0.048758460545,8.0652173193,汽车服务,2024-10-30
bj838163,方大新材,838163,0.28,510343582.24,43.6646687232,-3.2792,35955715.68,18.01,-26.2886,7.93,0.134768179211,16.3624552078,包装材料,2024-10-25
bj838171,邦德股份,838171,0.56,251316794.3,2.527428762,-13.6933,66349802.11,-2.6,-22.6064,12.7,0.650123075591,43.2971114577,汽车零部件,2024-10-30
bj838227,美登科技,838227,0.8,108588759.12,32.5496238175,-2.1469,31222624.53,-3.52,11.728,7.36,0.755574909544,68.6821322524,互联网服务,2024-10-29
bj838262,太湖雪,838262,0.2853,336955590.0,-3.1013930114,-24.1878,14754620.8,-41.03,-5.8798,4.7,0.051429132622,40.4895898922,纺织服装,2024-10-28
bj838275,驱动力,838275,0.06,50876109.39,-30.1403016263,10.8757,9298390.64,68.94,48.6446,4.02,0.048881622198,40.475287511,农牧饲渔,2024-10-29
bj838402,硅烷科技,838402,0.23,561397316.88,-33.2998461492,-24.8953,88389710.13,-59.77,-83.6738,5.34,0.253245983065,28.2730259706,化学原料,2024-10-30
bj838670,恒进感应,838670,0.07,43461875.78,-1.3188068934,8.7409,9582152.65,-46.45,87.7674,2.15,0.157168767015,43.4757218157,专用设备,2024-10-29
bj838701,豪声电子,838701,1.6,580732582.5,24.650995729,2.3091,156547887.5,572.58,-9.6295,20.58,0.044009016939,12.1661229504,电子元件,2024-10-29
bj838810,春光药装,838810,-0.19,74874437.72,-48.7439359402,-20.1934,-12901107.98,-168.53,-8.5538,-4.7,-0.08473602073,23.392824859,专用设备,2024-10-28
bj838837,华原股份,838837,0.31,393462695.34,7.5142304912,-14.0894,47498192.79,27.39,19.8901,9.21,0.399155739786,26.5981367102,汽车零部件,2024-10-29
bj838924,广脉科技,838924,0.22,267337331.36,19.1040043888,-5.9128,23045865.67,35.39,37.9234,7.97,-0.716525472825,22.2796043923,互联网服务,2024-10-29
bj838971,天马新材,838971,0.24,180689481.19,33.0704888117,22.2093,25207142.7,8.07,29.6629,5.75,-0.019000993812,25.2521485199,非金属材料,2024-10-25
bj839167,同享科技,839167,0.63,1957786628.28,22.0400921516,-15.6894,69213505.39,-14.88,-73.5463,11.42,2.131821471955,8.1840508391,光伏设备,2024-10-29
bj839273,一致魔芋,839273,0.86,436008784.87,19.3048700986,16.6545,62057856.33,15.51,72.5144,10.71,0.585307057787,22.8570995283,食品饮料,2024-10-25
bj839371,欧福蛋业,839371,0.25,673758231.97,-8.043522659,8.5409,50958863.21,26.14,-64.637,9.24,0.361684259618,19.2914517571,农牧饲渔,2024-10-29
bj839493,并行科技,839493,0.05,433703586.93,30.3478896078,16.9418,3015822.76,105.8,-170.1877,0.88,0.336360268762,32.8082831312,软件开发,2024-10-25
bj839680,广道数字,839680,-0.35,115086116.86,-45.4840060384,-50.0728,-23446869.55,-157.31,-316.7963,-3.58,0.624693998349,37.7234636414,软件开发,2024-10-29
bj839719,宁新新材,839719,-0.54,290210908.66,-46.2907048757,-46.063,-50639243.48,-192.01,-198.8943,-5.51,-0.586296244524,16.3218081115,非金属材料,2024-10-30
bj839725,惠丰钻石,839725,0.08,162449763.39,-57.2440294343,-14.3404,6986847.13,-85.98,-99.2867,1.1,0.103790199566,20.6628553465,非金属材料,2024-10-30
bj839729,永顺生物,839729,0.11,200361538.4,-20.7806879645,54.1084,28963470.19,-49.84,87.5799,4.38,0.202362430876,57.4975048105,生物制品,2024-10-25
bj839790,联迪信息,839790,0.13,154732291.88,1.1409231521,34.7934,10176004.0,336.65,2086.8048,3.01,-0.255079626913,28.3780308535,软件开发,2024-10-25
bj839792,东和新材,839792,0.28,509778977.44,11.4202305808,-11.0305,45824121.42,-12.71,-2.9123,4.79,-0.049091887459,25.7215397639,非金属材料,2024-10-30
bj839946,华阳变速,839946,-0.1,356914017.25,74.956058345,-15.3372,-13777259.33,-28.35,92.302,-5.99,0.055185222038,2.2967811108,汽车零部件,2024-10-24
bj870199,倍益康,870199,0.3046,200408101.44,-18.9693363536,23.5644,20742778.51,-35.48,165.9479,3.99,0.153381747267,39.0999867306,医疗器械,2024-10-29
bj870204,沪江材料,870204,0.2348,220527068.76,10.9238484874,-2.4226,22138386.69,5.53,-34.2687,4.72,0.247462617564,31.6529662334,塑料制品,2024-10-30
bj870299,灿能电力,870299,0.15,72227497.13,10.2969639469,13.9214,13512845.45,-0.89,59.1059,4.73,0.177038927824,54.025691794,仪器仪表,2024-10-25
bj870357,雅葆轩,870357,0.45,268701005.09,6.3933366684,-2.3295,35667919.18,11.79,-39.9222,9.41,0.641414011863,20.5981626423,电子元件,2024-10-29
bj870436,大地电气,870436,-0.24,540103770.71,-0.3905887837,-7.0536,-22218120.47,-352.88,-82.0261,-5.11,-0.4060135572,15.7784840269,汽车零部件,2024-10-29
bj870508,丰安股份,870508,0.43,112429719.06,41.5088161037,10.3081,26521850.2,1.91,18.8655,5.84,-0.461589787114,34.1053485062,通用设备,2024-10-29
bj870656,海昇药业,870656,0.43,116290891.37,-29.9366302844,56.1532,33329362.29,-50.09,47.843,5.59,0.2485525315,40.1097795283,农药兽药,2024-10-29
bj870726,鸿智科技,870726,0.36,333801738.87,15.376541337,15.3248,21820274.82,-12.54,2.6248,8.62,0.610200479867,18.0376375731,家电行业,2024-10-25
bj870866,绿亨科技,870866,0.18,319935287.51,7.1188176208,-16.3182,32494485.01,-28.74,-7.0566,4.05,-0.050599812159,44.0234788654,农药兽药,2024-10-29
bj870976,视声智能,870976,0.51,176609222.57,4.1922760602,-7.6046,36057415.72,43.12,-10.9051,12.62,0.449010447561,52.8321872619,计算机设备,2024-10-23
bj871245,威博液压,871245,0.41,249716734.95,15.2051813997,-11.7117,19904530.63,19.88,-9.1148,6.0,0.549317778514,20.7471454287,工程机械,2024-10-29
bj871263,莱赛激光,871263,0.01,111228124.14,-38.9480168299,-30.786,808594.97,-96.29,-406.4002,0.22,-0.091288275615,24.2846201434,仪器仪表,2024-10-28
bj871396,常辅股份,871396,0.4191,175673840.2,16.0427504029,0.8188,25054020.89,42.72,40.3942,8.28,1.060318730397,41.4396083544,通用设备,2024-10-29
bj871478,巨能股份,871478,-0.07,167959754.49,14.7081037255,-54.7914,-5413555.88,-146.74,-67.0912,-2.05,-0.296874305276,22.2193611579,专用设备,2024-10-29
bj871553,凯腾精工,871553,0.08,323474263.78,4.9009906082,2.4385,11169610.74,-42.24,-20.2876,3.28,0.253362400677,34.2624818015,造纸印刷,2024-10-28
bj871634,新威凌,871634,0.36,649123654.9,72.650165289,27.793,22442398.49,59.9,-12.6908,8.84,-0.304600888129,8.8520398504,有色金属,2024-10-30
bj871642,通易航天,871642,-0.13,114397225.17,-18.453276225,-24.906,-13105778.24,-251.05,-1328.318,-5.37,-0.219986730623,20.5863357568,橡胶制品,2024-10-30
bj871694,中裕科技,871694,0.75,436969737.01,-8.1722789634,-11.3741,76313934.94,-17.13,72.2443,9.75,-0.222801404915,48.3560171365,橡胶制品,2024-10-28
bj871753,天纺标,871753,0.26,150171031.47,11.6273022429,-0.9868,20981706.23,20.93,28.5581,5.07,0.268234074859,49.7491249602,专业服务,2024-10-30
bj871857,泓禧科技,871857,0.18,355250249.58,5.4322440228,10.9836,13368007.39,-59.78,-83.7423,3.42,0.211304816999,14.875820865,电子元件,2024-10-30
bj871970,大禹生物,871970,-0.14,89245304.8,-22.5007662351,-0.5015,-16117302.93,-156.06,5.5406,-5.21,0.126278522886,24.4331101214,农牧饲渔,2024-10-28
bj871981,晶赛科技,871981,0.11,388385177.01,47.1756328908,-7.6653,8502915.65,226.89,-54.5495,1.67,0.145532265654,12.9863324183,电子元件,2024-10-30
bj872190,雷神科技,872190,0.1816,2007382494.36,3.6598315491,30.0795,18163249.84,-34.36,308.0111,2.16,-1.544620589254,9.1534278159,消费电子,2024-10-29
bj872351,华光源海,872351,0.07,1600887480.42,35.1703510794,7.1823,6273588.44,-75.81,-123.5499,1.42,-0.658321844456,6.2807047697,物流行业,2024-10-29
bj872374,云里物里,872374,0.27,157590299.25,13.7683209527,-10.494,21967764.05,0.87,-56.7259,8.71,0.214695189651,45.8066805721,电子元件,2024-10-29
bj872392,佳合科技,872392,0.55,459707573.24,116.8032648355,30.4716,31987895.29,76.39,-39.5563,9.99,-0.02667603799,14.821805858,包装材料,2024-10-30
bj872541,铁大科技,872541,0.18,157661963.2,0.9584682704,5.8311,24377709.04,53.22,139.5775,6.37,0.186904691514,47.2081365723,交运设备,2024-10-29
bj872808,曙光数创,872808,-0.02,173291950.1,-30.0502254009,-12.2106,-4592987.39,-119.12,-32.6855,-0.68,-0.564692450877,22.154757551,通用设备,2024-10-28
bj872895,花溪科技,872895,0.07,66314707.36,1.208200349,74.7458,4081513.71,-33.64,364.1636,1.87,0.289921596136,27.9284105402,专用设备,2024-10-30
bj872925,锦好医疗,872925,-0.04,107242146.61,-23.9778662985,61.6129,-3787072.38,-119.76,114.4462,-1.06,-0.261391472629,47.8406259309,医疗器械,2024-10-29
bj872931,无锡鼎邦,872931,0.361,303346386.59,-3.8464425128,-8.1,30152183.93,-11.37,26.4998,9.58,-0.068012844459,22.7305090082,专用设备,2024-10-29
bj872953,国子软件,872953,0.29,144418790.32,10.0141211963,5.2431,26440911.97,41.92,61.6924,4.97,-0.484814754056,60.9948336119,软件开发,2024-10-30
bj873001,纬达光电,873001,0.16,168258718.31,9.8559865011,-1.6892,23879832.01,-23.14,-3.4351,3.18,0.018244423961,30.1009026152,光学光电子,2024-10-30
bj873122,中纺标,873122,0.2,146511584.35,4.7494166271,0.4106,18739532.26,-28.38,68.832,5.33,0.387239257693,47.4652988694,专业服务,2024-10-30
bj873132,泰鹏智能,873132,0.19,190984462.53,14.1087303083,-12.0741,15335762.26,-34.67,-254.4202,6.25,0.825875804839,19.6533505306,家用轻工,2024-10-30
bj873152,天宏锂电,873152,0.04,307924557.38,47.273571928,-10.1296,3891476.73,-49.28,-53.5484,1.49,0.2310657816,10.7567840713,电池,2024-10-28
bj873167,新赣江,873167,0.29,111371851.57,-31.6910000071,1.8039,20271549.34,-47.37,134.1625,4.25,0.473336124751,41.4277122537,化学制药,2024-10-30
bj873169,七丰精工,873169,0.1,130553748.85,5.168554362,2.277,7893415.72,-57.18,-14.728,2.53,0.135016546254,23.860698482,通用设备,2024-10-30
bj873223,荣亿精密,873223,-0.13,208608259.05,17.8083087409,21.9363,-20639475.18,16.87,-67.1875,-7.3,-0.227358203961,11.9914569413,工程机械,2024-10-25
bj873305,九菱科技,873305,0.27,107229746.51,7.4615420987,0.2332,17791688.97,-32.28,-6.2004,5.56,0.248730263569,26.7575146299,通用设备,2024-10-29
bj873339,恒太照明,873339,0.21,536571804.19,21.412337922,31.5925,45902096.89,-27.29,131.0609,8.09,-0.422944567669,19.0072887736,家电行业,2024-10-30
bj873527,夜光明,873527,0.18,272875792.5,18.6327141985,-0.2596,10925277.55,5.46,-24.2684,2.92,0.732869070678,17.8952868566,化学制品,2024-10-28
bj873570,坤博精工,873570,0.38,96483902.27,-56.8307231321,29.5151,17365703.44,-56.87,-27.591,5.03,0.495342217968,22.5997413734,通用设备,2024-10-29
bj873576,天力复合,873576,0.4071,454685996.92,-16.8164154962,-49.9347,44351844.73,-37.29,-76.6812,9.39,-0.126309956861,22.4169067665,通用设备,2024-10-30
bj873593,鼎智科技,873593,0.23,169979280.3,-28.5772038504,12.4259,30615271.27,-54.43,15.9875,4.61,0.235200240464,52.6725082386,电机,2024-10-29
bj873665,科强股份,873665,0.38,252280898.94,-1.0408935259,-6.455,49862897.86,-6.22,-35.7505,7.19,0.360423960151,40.0236976023,橡胶制品,2024-10-29
bj873679,前进科技,873679,0.33,85456800.32,-32.4077853446,2.6373,18569836.8,-47.41,-87.2853,3.46,0.5376014188,36.4069018422,通用设备,2024-10-29
bj873690,捷众科技,873690,0.67,187563877.19,15.1621961306,24.5796,44360740.96,61.3,48.1465,8.52,0.589463295324,38.8849414571,汽车零部件,2024-10-29
bj873693,阿为特,873693,0.22,182823673.11,20.7247618396,5.973,15732048.5,-22.39,-38.7288,4.62,0.164153765887,28.3700160311,专用设备,2024-10-29
bj873703,广厦环能,873703,1.14,413092294.1,-11.3535256115,-62.7288,122197050.35,-4.34,-51.7766,12.15,0.46052427206,45.4120331241,专用设备,2024-10-30
bj873706,铁拓机械,873706,0.53,350225703.93,7.1732144332,-40.4772,44615232.45,-14.75,-60.3173,9.22,-0.151981912499,31.3328077433,工程机械,2024-10-29
bj873726,卓兆点胶,873726,-0.19,97499082.17,-57.6842223427,45.3652,-15297491.94,-123.03,-2144.2263,-2.57,0.498474782036,50.2244605694,专用设备,2024-10-29
bj873806,云星宇,873806,0.16,1289466983.01,-19.7645284812,18.5076,44993954.69,-47.22,20.6624,3.26,-1.044055536002,16.4917941562,软件开发,2024-10-29
bj873833,美心翼申,873833,0.24,322777246.33,-5.3731012544,-14.2426,19361978.42,-40.53,-62.8383,3.07,0.792926191476,18.573310573,通用设备,2024-10-30
bj920002,万达轴承,920002,1.55,262329577.36,0.2118990801,-7.334,45036564.46,5.85,-3.2132,7.67,0.634166035631,32.4399390554,通用设备,2024-10-28
bj920008,成电光信,920008,0.5752,202818843.83,61.2062585055,-14.8543,31169658.42,16.59,-48.3428,16.33,-0.720936497412,42.5973432047,电子元件,2024-10-30
bj920016,中草香料,920016,0.55,156278711.01,7.8706230946,14.1174,32872361.08,11.67,-41.1412,13.65,0.238436164799,32.0445455023,化学制品,2024-10-30
bj920019,铜冠矿建,920019,0.35,990277107.22,22.8798696385,-6.856,54378298.59,13.49,-56.5202,8.5,0.446955756422,13.1950899023,采掘行业,2024-10-29
bj920060,万源通,920060,0.8026,756392122.57,4.7877874498,17.4218,93422579.62,0.4132823275,9.699,15.61,0.715795121379,23.1125107353,电子元件,2024-10-30
bj920066,科拜尔,920066,0.96,330694289.06,26.3141187939,,31194508.89,10.68,,14.02,-1.064562487319,17.6153865661,塑料制品,2024-10-28
bj920082,方正阀门,920082,0.47,583066258.15,18.3714741633,-6.5766,50158096.77,44.8181026238,19.0422,14.15,0.217115452457,27.6062531128,通用设备,2024-11-11
bj920088,科力股份,920088,0.5306,230983817.03,-2.5927741386,-17.1695,33915790.18,14.07,-37.4714,7.3938,1.267556402462,36.5843934768,采掘行业,2024-10-30
bj920098,科隆新材,920098,1.07,349525122.04,10.820367022,10.842,68526785.75,10.9245402669,108.3118,10.68,0.253129431641,42.776917252,橡胶制品,2024-11-11
bj920099,瑞华技术,920099,1.29,278669023.44,34.4848514413,-10.195,77594914.91,0.39,-62.4004,16.17,2.610444611854,46.2011710382,专业服务,2024-10-31
bj920106,林泰新材,920106,1.39,193050942.63,36.7607548522,-3.8367,46131129.98,72.5741654765,-0.5736,16.11,0.928079109804,42.3612957989,汽车零部件,2024-11-05
bj920108,宏海科技,920108,0.56,325082084.59,15.4804460974,-16.2546,55514475.86,47.5580152813,-53.0296,17.09,1.166265387,33.414861827,家电行业,2024-11-19
bj920111,聚星科技,,,,,,,,,,,,,
bj920116,星图测控,920116,0.61,162831431.73,34.34493456,66.3439,50207403.88,82.0971558181,75.555,20.18,-0.598774728848,51.9809921529,航天航空,2024-11-04
bj920118,太湖远大,920118,1.0436,1196139793.2,7.4305043908,2.9731,46345478.61,-17.66,-65.0616,10.24,-6.054489729252,9.083314436,塑料制品,2024-10-30
bj920128,胜业电气,920128,0.61,451524479.14,6.452010965,-8.3394,37140389.9,3.9323087841,-0.6574,,0.186512119359,25.3537360118,电子元件,2024-11-01
sh600000,浦发银行,600000,1.13,129839000000.0,-2.2407107631,-3.0965,35223000000.0,25.86,-13.9229,5.25,-5.49870536931,,银行,2024-10-31
sh600004,白云机场,600004,0.28,5300466961.13,15.0431762934,2.3979,667939034.32,143.71,-8.0117,3.74,1.175903874314,27.0550788266,航空机场,2024-10-31
sh600006,东风股份,600006,-0.0573,7978602563.63,-12.966410923,-13.145,-114643537.63,-407.32,-140.9183,-1.39,-1.156759083445,3.0254297675,汽车整车,2024-10-31
sh600007,中国国贸,600007,1.01,2950448644.0,0.016221622,0.2279,1018610360.0,1.63,-5.672,10.74,1.483743329754,60.5136303806,房地产开发,2024-10-31
sh600008,首创环保,600008,0.4429,13865952724.44,-1.8770068472,-1.0076,3251234033.19,154.67,321.1717,10.9,0.266614394595,35.4005946535,公用事业,2024-10-30
sh600009,上海机场,600009,0.48,9190859564.62,16.0344833941,3.0623,1201623638.29,141.87,-9.8713,2.93,1.528528619266,22.5601057057,航空机场,2024-10-31
sh600010,包钢股份,600010,-0.0114,49865338798.82,-6.9372622953,-16.0613,-516439883.45,-208.75,-1504.2431,-1.0,0.019769211867,7.8771313081,钢铁行业,2024-10-31
sh600011,华能国际,600011,0.53,184395715008.0,-3.6200799026,22.7379,10412915465.0,-17.12,3.5489,14.93,2.738726521865,16.0255656075,电力行业,2024-10-30
sh600012,皖通高速,600012,0.7362,5043450578.02,16.099921942,12.704,1221083669.64,-9.6,17.4223,9.44,1.27138110044,35.5953719633,铁路公路,2024-10-29
sh600015,华夏银行,600015,1.04,71135000000.0,0.0365635855,-13.1822,18511000000.0,3.1,-7.8995,5.79,-0.468174677977,,银行,2024-10-31
sh600016,民生银行,600016,0.6,101660000000.0,-4.3686032511,5.1105,30486000000.0,-9.21,-11.4011,4.845,-4.444748983601,,银行,2024-10-31
sh600017,日照港,600017,0.21,6275758132.03,2.7941329083,2.3887,635282023.21,-6.95,-19.3509,4.68,0.615182367253,25.3642353157,航运港口,2024-10-30
sh600018,上港集团,600018,0.5088,29026298539.82,5.8053122569,-15.5949,11810588211.73,3.98,-28.0601,9.3174,0.320378643705,37.6035605454,航运港口,2024-10-31
sh600019,宝钢股份,600019,0.27,242855678089.72,-4.9057441916,-3.4364,5882122270.58,-29.56,-48.9154,3.43,0.711311259705,5.2617106336,钢铁行业,2024-10-30
sh600020,中原高速,600020,0.3239,4705412258.51,22.1338089641,18.9435,823090350.19,-9.76,-37.552,6.5,0.72584571589,39.6708031959,铁路公路,2024-10-30
sh600021,上海电力,600021,0.791,32565921071.98,3.4103724459,30.8194,2458603444.02,66.57,63.2232,11.6233,2.665807825529,25.2509746885,电力行业,2024-10-29
sh600022,山东钢铁,600022,-0.1361,64333650830.0,-5.9198473599,-14.5883,-1450858104.99,-327.7164163081,-46.047,-7.11,0.146859350701,1.6357698572,钢铁行业,2024-10-31
sh600023,浙能电力,600023,0.5,66295699277.74,-4.6190383907,29.738,6700213099.58,12.37,31.3278,9.58,0.734940578869,12.4698436856,电力行业,2024-10-30
sh600025,华能水电,600025,0.38,19417632125.34,7.0533508996,1.0252,7225690469.78,7.78,-1.5343,9.86,0.796981613462,59.82573564,电力行业,2024-10-30
sh600026,中远海能,600026,0.7158,17143704565.04,3.6838047556,-5.5029,3415078828.91,-8.05,-41.0289,9.4813,1.207779871867,29.7909500257,航运港口,2024-10-31
sh600027,华电国际,600027,0.43,84810782000.0,-6.5189558543,42.2892,5156477000.0,14.63,42.0495,10.73,1.171210125268,9.0907710296,电力行业,2024-10-31
sh600028,中国石化,600028,0.366,2366541000000.0,-4.1863348153,0.5401,44247000000.0,-16.5,-50.8598,5.45,0.834354971241,15.1954688298,石油行业,2024-10-29
sh600029,南方航空,600029,0.11,134661000000.0,12.6955168172,24.0912,1965000000.0,48.86,260.9375,5.29,1.482092599746,10.3392964555,航空机场,2024-10-29
sh600030,中信证券,600030,1.09,46141632672.22,0.7311065167,-2.865,16798864246.61,2.35,11.0121,6.3,7.666044418785,,证券,2024-10-30
sh600031,三一重工,600031,0.5757,58360802000.0,3.9163571001,-9.0896,4867966000.0,19.66,-35.0015,6.99,1.460208510276,28.2680653262,工程机械,2024-10-31
sh600032,浙江新能,600032,0.2677,3916160021.15,12.0743123628,-7.1216,643668927.71,15.93,-27.8046,5.18,0.914861642631,50.5136204518,电力行业,2024-10-29
sh600033,福建高速,600033,0.289,2268245670.36,-0.5666935552,8.4887,793240893.68,-0.2164,-8.7252,6.95,0.555883865369,60.5075067844,铁路公路,2024-10-31
